Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
Push,2009,"878, 28, 12, 53","After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",en,https://image.tmdb.org/t/p/w500/fHStfRjQGstuqtUz4Q22lbFU58M.jpg,6.148,Paul McGuigan,"Summit Entertainment, Icon Productions, Infinity Features, Icon Entertainment International",
One Way to Valhalla,2009,18,"Bo Durant, a volatile, working-class gearhead, sees himself trapped in a world with few possibilities but when he falls off his stepdaughter's bike, suffers a concussion, stops eating, and smashes up the backyard with a sledgehammer, he begins to feel free for the first time in his life.",en,https://image.tmdb.org/t/p/w500/gL8qPCuoeLZwQolL7ETYSWaAVMn.jpg,5.6,Karen Goodman,,
Tripping Forward,2009,35,".Ford Coleman is a struggling actor in Hollywood who fears never achieving fame other then appearing in local TV commercials. After over a year living in L.A., Ford is broke and in danger of being evicted from his apartment. His slacker roommate Tripp, who has given up his music career out of hopelessness, convinces Tripp to become a drug dealer to buy and sell cocaine to supermodels as their extra income, which brings both Ford and Tripp into danger as they venture into the Los Angeles underworld which also puts a risk on Ford's budding romance with Gwen, a struggling actress herself unaware of Ford's secret arrangement with Tripp.",en,https://image.tmdb.org/t/p/w500/xL2tgoesddrw1cTfFtWYGbW5d81.jpg,2,Marcus Nash,,
Dark Country,2009,"80, 27, 53","Two honeymooners rescue a mysterious car crash survivor in the Las Vegas desert. But their decision to save the man becomes increasingly regrettable when he turns on them, forcing the newlyweds to do the unthinkable.",en,https://image.tmdb.org/t/p/w500/w3DE4rxX5vY4ybq08zxQWrmbFaU.jpg,5.4,Thomas Jane,Hyde Park Entertainment,
A Line in the Sand,2009,"10752, 18","Drama - Set in the present-day Iraq war, this tense and gripping drama unfolds as two US Marines find themselves stranded and alone in the desert after their unit is all but destroyed in a routine mission. One of their team is taken hostage in the attack, their Humvee is stolen, their communications are down and their supplies are limited. -  Gary Weeks, Rob Botts, Paul J. Alessi",en,https://image.tmdb.org/t/p/w500/fO6iWc3eHBaBtY3i9cx68ed6dxZ.jpg,4.2,Rob Botts,Prodigy Pictures,
The Tournament,2009,"27, 28, 53","Every ten years, in an unsuspecting town, The Tournament takes place. A battle royale between 30 of the world's deadliest assassins. The last man standing receives the $10,000,000 cash prize and the title of World's No. 1 Assassin, which itself carries the legendary million dollar-a-bullet price tag.",en,https://image.tmdb.org/t/p/w500/zVkPQAIoCNDc8khNjmSAiTb3lV5.jpg,5.9,Scott Mann,"Sherwood Schwartz Productions, Storitel, Mann Made Films",
9,2009,"28, 12, 16, 878, 53","When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",en,https://image.tmdb.org/t/p/w500/3uqXGOH4BQ2CLJWkDJZ0PzbUzOn.jpg,6.932,Shane Acker,"Tim Burton Productions, Relativity Media, Arc Productions, Starz Animation, Focus Features",
Notorious,2009,"10402, 18, 36","""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""",en,https://image.tmdb.org/t/p/w500/62NsZPgueSiE8y7dqtU3FSLFwYw.jpg,6.918,George Tillman Jr.,Fox Searchlight Pictures,
Bald,2008,35,"BALD is the tale of Andrew Wood, a second year university student whose grades are receding faster than his hairline. He hits rock bottom when he finds out that hes been kicked out of school. In an effort to increase his own self esteem and erase his insecurity about losing his hair, Andrew and his best friend Max start an online internet business with all of the girls at college.",en,https://image.tmdb.org/t/p/w500/qfpe9CaDfsIGR2AWCxCMEXeEjMS.jpg,4.6,Blake Leibel,Big Up Entertainment Films,
The Perfect Game,2009,"18, 10751","Based on a true story, a group of boys from Monterrey, Mexico who become the first non-U.S. team to win the Little League World Series.",en,https://image.tmdb.org/t/p/w500/kwn02B0AyQYXzftAo9StX8JD2JY.jpg,7,William Dear,"HighRoad Entertainment, Prelude Pictures, Lone Runner Entertainment, Kenio Films, Perfect Game, The",
The Heavy,2010,"53, 28, 12","Sibling rivalry turned into betrayal between two brothers. One a prime candidate for Prime Minister, the other a henchman for a successful, yet shady businessman. Presented with an opportunity to take revenge against his brother, our anti-hero must come to terms with the truth in a world where you can trust no one and loyalty is rare.",en,https://image.tmdb.org/t/p/w500/mK6fRTKI1onEZLWcKozHIPeFQ8k.jpg,4.9,Marcus Warren,"Heavy Productions, Contraption Limited",
State of Play,2009,"53, 80, 9648","When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",en,https://image.tmdb.org/t/p/w500/mWsfeSFUM3NxWa62UrA9IIn240B.jpg,6.797,Kevin Macdonald,"Andell Entertainment, Universal Pictures, Working Title Films, StudioCanal, Relativity Media",
Creature of Darkness,2009,"27, 878","The story of four young couples drawn to the remote dunes for off-roading in their extreme machines. But the outing turns into a night of terror when they are attacked by the Catcher, a skilled and brutal hunter of human specimens for alien science.",en,https://image.tmdb.org/t/p/w500/a9sXi0uiC9ZtKSrdo3ZrfJOpHtM.jpg,2.406,Mark Stouffer,,
RiffRaff,2009,35,"At Chicago's North Avenue Beach, the lifeguards are the law. These ragtags will do everything in their power to make sure you don't go out past your waist. Best friends Hughie (the hopeless romantic) and Otis (the ladykiller) get caught in one love triangle after another as young vixen Maggie and tomboy May make it hard for them to keep their eyes on the water at all times. As the summer sun heats up, so does tension among the crew, and their despotic superiors make sure that's it's never just another day at the beach.",en,N/A,5.2,Justen Naughton,"Naughty Otter Productions, Mindlight Films, Orange Chair Productions",
Whatever It Takes,2009,99,"WHATEVER IT TAKES chronicles the struggles and triumphs of the very first year of the Bronx Center for Science &amp; Mathematics, an innovative public high school set in NYC’s South Bronx. This deeply emotional, character-driven documentary focuses on Edward Tom, the school’s dynamic rookie principal, and Sharifea Baskerville, a talented but troubled ninth-grade girl.  Grittily, realistic, yet ultimately triumphant, WHATEVER IT TAKES paints a compelling picture of cutting-edge ideas and dedicated individuals, united in their vision to restore hope to a broken community.",en,N/A,0,Christopher C.C. Wong,,
Now Boarding,2009,35,"Wagner is a 22-year old Brazilian guy, who dreams about leaving the country for a better life, until he meets Justina, an experienced woman who turns his life upside down. Together they will discover that life has a lot more to offer.",pt,https://image.tmdb.org/t/p/w500/kbv9uBatcovbANYiYqzfZKLFYCl.jpg,5,Allan Fiterman,"BR Petrobrás, Bang Filmes, Europa Filmes, Quanta, Labo Cine do Brasil",
Night Fliers,2009,"18, 10749","A story about the transformative friendship between four young kids experiencing the fun and torment of living in a rural town, while questioning and exploring their sexual identities.",en,N/A,0.8,Sara St. Martin Lynne,,
Ouro Negro,2009,"18, 99",,pt,https://image.tmdb.org/t/p/w500/182qFudWibaXMRtpZx8xhScapsP.jpg,0,Isa Albuquerque,Íris Cinematográfica,
InSearchOf,2009,18,Sex is why we're all here. Power. Love. Sex. We're all looking for something. Ten characters each of whose lust sends them on a journey of discovery - sometimes decadent - spearhead the narrative threads in this unconventional American melodrama. The smart characterizations are counterbalanced by intense performances. From the virginal young man to the bored housewife a temptress and a womanizer with a dark secret In Search of Sex dramatizes situations where good people looking for short term solutions find themselves in bad circumstances with long term consequences,en,https://image.tmdb.org/t/p/w500/h1YjH18hGfWG1H6LjOxP867Who0.jpg,3.3,Zeke Zelker,,
The Eleventh Aggression,2001,,"Jeffrey Walters, a Vietnam era special services operative, becomes a serial killer.  Inspired by a series of murders that took place over the course of eleven years.",en,N/A,0,N/A,,
"Karma, Confessions and Holi",2009,"18, 10749","Karma Aur Holi is entirely shot in New York and its suburbs and Priceton/New Jersey. The film deals with relationships of many dimensions, their conflicts and resolutions on the day of Holi, which is an indian festival of colors that signifies a new beginning. A contemporary film, wherein the story revolves around the identity of Indian families living in the USA, the cross cultural differences in evolution - do Indians, having migrated from their native land adapt to the difference in culture and are they ready to give up their inherent cultural inhibitions. ""Karma, Confessions and Holi"" is a film about Indian families, their relationships with fello Americans. their own internal and inter-personal conflicts. First English language film with prominent Indian and International stars.",en,https://image.tmdb.org/t/p/w500/dFYRFRAQmxA35Hzgbdp98Xul7EA.jpg,6,Manish Gupta,Rapture Productions Inc.,
Once Upon a Time in Dublin,2009,,"Three brothers caught up in a deadly game, lost in a brutal underworld where extremes of sex and violence are the everyday reality... Is loyalty just another fairytale?",en,https://image.tmdb.org/t/p/w500/uW9KXF6prt7xRs4wVVd8QJFhHJc.jpg,6,N/A,,
The Secret of Kells,2009,"16, 10751, 14","Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",en,https://image.tmdb.org/t/p/w500/tmiufIvSssZ2cmYJbro99gZvn2H.jpg,7.4,Nora Twomey,"Cartoon Saloon, Gébéka Films, Les Armateurs, Vivi Film, France 2 Cinéma, Celluloid Dreams, RTÉ",
Mr. Nobody,2009,"878, 18, 10749","Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",en,https://image.tmdb.org/t/p/w500/qNkIONc4Rgmzo23ph7qWp9QfVnW.jpg,7.817,Jaco Van Dormael,"Pan-Européenne, Integral Films, Lago Film, Christal Films, France 2 Cinéma, France 3 Cinéma, Toto & Co Films",
London Dreams,2009,18,"A man arrives in London and forms a band. However, he begins to feel jealous when his childhood friend becomes more popular overnight, putting his fame at stake.",hi,https://image.tmdb.org/t/p/w500/q7oolzGDi0e9KNN2zGXsFYzJizR.jpg,5.1,Vipul Amrutlal Shah,"Blockbuster Movie Entertainers, Headstart Films UK Limited",
Lynch Mob,2009,"27, 53, 80",The rural town of Lynchburg Georgia holds a dark secret. A century old curse has condemned the citizens to a diet of human flesh. Unable to leave the city limits the town folks must lure unsuspecting travelers to their quaint town where they soon become the menu item of choice.,en,N/A,2.2,Byron Conrad Erwin,First Cinema Pictures,
Stephanie's Image,2009,"80, 18",A documentary filmmaker investigates the murder of a former model and finds that everything she's been told about her death is false.,en,N/A,0,Janis DeLucia Allen,C and L Productions,
Fanboys,2009,"12, 35","In 1999, Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of The Phantom Menace before its release.",en,https://image.tmdb.org/t/p/w500/fitksX4J3xfBjT38YgDUXOlBkHk.jpg,6.1,Kyle Newman,"The Weinstein Company, Third Rail Releasing",
Little Hercules,2009,"10751, 14",Little Hercules travels from Mt. Olympus to live life as a mortal in Los Angeles.,en,https://image.tmdb.org/t/p/w500/lBekrIzMdpBmBgLfLhB7d3tggya.jpg,2.5,Mohamed Khashoggi,"Innovate Entertainment, i.e. Effects",
Which Way Home,2009,99,"Follows unaccompanied child migrants, on their journey through Mexico, as they try to reach the United States.",en,https://image.tmdb.org/t/p/w500/3HqpJgcSS5kEwFITGYhCO0K8u6c.jpg,7.8,Rebecca Cammisa,HBO,
Black Water Transit,2009,"18, 80","In this action thriller set in post-Katrina New Orleans, business owner Jack Vermillion (Laurence Fishburne) is struggling to run a legitimate shipping company while bad guy Ernest Pike (Karl Urban) is struggling to get his family's illegal gun collection out of the country. When their paths collide, Jack realizes that exposing Pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly.",en,N/A,4,Tony Kaye,Capitol Films,
